,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
5512,"All we wanted was to have the general assembly to get the university united by a common denominator -free, quality and decolonized education",2016-10-07,POINT (27.968098050000002 -26.276138500000002),16750,110,13,50,2,0.8,-0.8,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5513,@SakinaKamwendo excellent matric results that meet university admission point score allow one to access the higher education.,2016-10-07,POINT (18.4241 -33.9249),661,1,1,1,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5514,@IOL - if only it was just about free education. I hope the general assembly at Wits is not hijacked for other purposes.,2016-10-07,POINT (28.248846149999995 -26.26501415),485,0,0,0,1,0.8,0.4,Positive,Gauteng,Ekurhuleni,Ekurhuleni,43
5515,Guys why don't we elect reps in our universities to negotiate 4 fees must fall n let classes resume? We can't afford to lose the whole year.,2016-10-07,POINT (30.13593065 -23.694833799999998),203,1,0,1,0,0.6000000000000001,0.7,Positive,Limpopo,Mopani,Greater Letaba,29
5516,"We are ready to protest, Free Education,Outsourcing Must fall. Now. Wits we are coming. https://t.co/D6spOyMAGM",2016-10-07,POINT (28.1361401 -25.860880649999995),113,0,0,1,0,0.0,-0.2,Negative,Gauteng,City of Tshwane,City of Tshwane,70
5517,"eNCAheadlines #Wits University will hold a historic General Assembly today, as it tries to resolve the crippling #FeesMustFall protest.""",2016-10-07,POINT (28.10355085 -25.9884044),307,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
5518,Students need not go to school to get education but to give education what will make education meaningful for the world. Inverse the intent.,2016-10-07,POINT (28.184066 -25.75260515),273,0,0,0,0,0.45,0.125,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5519,Experience is a good school but the fees are high! #Quotes #TGIF with #70vibeFm https://t.co/Eg3WlIlOY3 https://t.co/xlNS8sEaXx,2016-10-07,POINT (18.4241 -33.9249),7722,0,0,0,0,0.3770833333333333,-0.15625,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5520,Khayelitsha Kids From Site C Dance At Clifton WaterFront For Food Money &amp; School Supplies.Our Team Knows... https://t.co/STo9UXuIcd,2016-10-06,POINT (18.4241 -33.9249),783,0,0,0,0,0.5,0.5,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5521,@kntloko he made a joke about the boobs &amp; the stretch marks of the half naked girls at Wits strike 😀 honestly I thought it was funny,2016-10-06,POINT (27.439760550000003 -32.8491116),889,1,2,1,0,0.5272727272727272,-0.0568181818181818,Negative,Eastern Cape,Buffalo City,Buffalo City,43
5522,@KrilaGP must open a case against Dpt of education via Kader Asmal for killing VISTA university instead of investing in it.i will support ✅,2016-10-06,POINT (25.5553161 -33.90756195),4075,0,0,0,0,0.1,-0.2,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
5523,"Stellies!!! If they sing 'Indodana' at the finals, its all over 😭😭❤ https://t.co/5tRmSWc7xe",2016-10-06,POINT (18.6333173 -33.8902748),26244,0,0,2,1,0.8666666666666667,0.2666666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,3
5524,#FeesMustFall #FMF #witsshutdown  @AdHabb This cartoon describes the stupidity of @WitsSRC &amp; other student bodies protest actions. https://t.co/pX7wnL7SWp,2016-10-06,POINT (28.1799355 -26.228828550000003),300,2,0,2,0,0.6000000000000001,0.7,Positive,Gauteng,Ekurhuleni,Ekurhuleni,39
5525,"@Zoe_Tsholofelo ""so wits said they're opening on Monday provided free education is realised now"" #Wits  #VC #MceboDlamini",2016-10-06,POINT (25.5553161 -33.90756195),1560,0,1,1,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
5526,"""Hmmm @Sdumanemonate: Is it not that video clip he jokes about topless girls from wits via fees must fall https://t.co/1rvp2iIJ41""",2016-10-06,POINT (28.358602849999997 -26.14985695),3834,0,0,0,0,0.8,0.4,Positive,Gauteng,Ekurhuleni,Ekurhuleni,24
5527,Isn't there an SRC at this chef school? 😕😐 #SkeemSaam,2016-10-06,POINT (28.20286925 -26.3551688),564,0,0,0,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,44
5528,SAPS continues to monitor activities &amp; protest actions carried out under the #FeesMustFall banner at universities #Fees2017,2016-10-06,POINT (28.184066 -25.75260515),384919,1,0,0,2,0.2476190476190476,0.1238095238095238,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5529,These fees must fall already. We're being tempted to write trash songs like #Ugesi because some of us can't even afford university fees bruh,2016-10-06,POINT (28.09468145 -25.487516900000003),4456,0,0,0,0,0.25,0.25,Positive,Gauteng,City of Tshwane,City of Tshwane,94
5530,#ThereWasATimeIThoughtThat There Was A Correlation Between School And Education. 😢,2016-10-06,POINT (29.910903900000005 -23.04804875),920,2,0,1,0,0.0,0.0,Neutral,Limpopo,Vhembe,Makhado,8
5531,"By property, pay my Lil bro and cousin school fees, Quit school and my job. adobpt, https://t.co/wToxRJIMWI",2016-10-06,POINT (27.968098050000002 -26.276138500000002),4129,0,0,0,0,0.1166666666666666,-0.0833333333333333,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5532,I bet if Wits were to stop striking next week without getting free education all the other universities would stop striking also,2016-10-06,POINT (28.00632415 -32.9430444),3778,0,0,0,0,0.05,0.15,Positive,Eastern Cape,Buffalo City,Buffalo City,29
5533,"Hairdresser: I don't understand why they keep making this student fees must fall thing about race
Me under the cape: https://t.co/MMUgIEygHR",2016-10-06,POINT (18.4241 -33.9249),200,0,0,2,0,0.125,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5534,What do YOU think the solution to the issue of school fees is? Let us know with #Hectic99is9! @sabcchildren @SABC_2 https://t.co/C93sRdS0eu,2016-10-06,POINT (18.4241 -33.9249),98295,1,4,2,0,0.4625,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5535,Live on @hecticnine9 a few words from the students and lecturers from @UCT_news demonstration today! Mediation from both sides! #Hectic99is9,2016-10-06,POINT (18.4241 -33.9249),121,1,0,2,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5536,Congrats students on #ShackvilleTRC &amp; showing #UCT need not lose a year. And to management for persevering. Towards #justice in #education. https://t.co/PHCgde57PP,2016-10-06,POINT (27.968098050000002 -26.276138500000002),1939,2,1,1,0,0.05,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5537,No wonder these kids are burning libraries. Hlaudi teaches at universities across the country? https://t.co/lkPdDM64dk,2016-10-06,POINT (27.87429235 -26.14271175),3573,0,0,0,0,0.4,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,84
5538,FOMO is killing me it does not sound right to continue studying while universities are burning,2016-10-06,POINT (27.968098050000002 -26.276138500000002),399,0,0,0,0,0.5416666666666666,0.1666666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5539,"I'm more convinced the fight for #free_education should not stop, for women and men are detained for this very reason! 
#UKZN 
#FEESMUSTFALL",2016-10-06,POINT (30.8141912 -29.83741055),414,1,0,1,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,15
5540,"A shared, co-designed, tinkered &amp; collaborated university education model that is sustainable. #GeneralAssembly  https://t.co/upmkakb0iW https://t.co/iNy0GdoN3G",2016-10-06,POINT (27.968098050000002 -26.276138500000002),1821,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5541,@SABloggers Wrote a piece about the powerful singing that is a part of UCT Shutdown - https://t.co/jzIRIhhAnX #BlacklivesMatter,2016-10-06,POINT (18.4241 -33.9249),10488,0,0,1,0,0.6444444444444445,0.2222222222222222,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5542,"#UCT student Masixole Mlandu in over breach of court interdict for beng on campus, telling a staffer to tell others to join their protest.",2016-10-06,POINT (18.4241 -33.9249),4976,0,0,0,0,0.2,-0.7,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5543,#DA warns higher education will collapse unless we get universities open with the right funding priorities. @KayaNews #FeesMustFall,2016-10-06,POINT (27.968098050000002 -26.276138500000002),59485,1,0,0,0,0.8333333333333333,-0.1666666666666666,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5544,#UCT activist Zukisa Sokhaya granted bail of R1000 on 2 assault charges relating to #Fees2016 march. Back on 23 Nov @News24,2016-10-06,POINT (18.4241 -33.9249),4976,1,0,0,0,0.9,0.7500000000000001,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5545,"Sokhaya allegedly pushed student in #UCT march.  Student threatened to pepper spray him. He allegedly threatened student with stick, rock",2016-10-06,POINT (18.4241 -33.9249),4976,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5546,#DA Chief whip John Steeinhuisen : Indefinite shutdown of universities will squeeze economy. It's a crisis @KayaNews https://t.co/vxo2SizVTL,2016-10-06,POINT (27.968098050000002 -26.276138500000002),59485,1,0,0,0,0.3555555555555555,0.1111111111111111,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5547,"Why students drop-out? Simple, the education system sucks. From UCT to that unknown college. FOH 🖕🏾🖕🏾🖕🏾🖕🏾🖕🏾🖕🏾",2016-10-06,POINT (28.06061305 -26.058708),208,0,0,1,0,0.125,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
5548,"#Fees2017 Students,Parents and works have occupied the Wits medical school as they sing and dance.KG https://t.co/R1urdu3RxT",2016-10-06,POINT (27.968098050000002 -26.276138500000002),229,0,0,1,0,0.4,-0.25,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5549,Hands up if you have fun at school https://t.co/5y3DVCrfTU. We can learn much from Finns sound education policy on early years schooling,2016-10-06,POINT (27.95745755 -26.0197197),16151,10,0,6,1,0.5,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,96
5550,If the Fees of University fall it will cost SA R70 Billion which is 5% of the Governments total Net. #FeesMustFall #getsmarter,2016-10-06,POINT (18.5900977 -33.9012011),100,0,0,1,0,0.2,0.2,Positive,Western Cape,City of Cape Town,City of Cape Town,2
5551,"Prayers for those incarcerated because of fighting for what they believe is a right for every student 
#free_education
#feesmustfall2016",2016-10-06,POINT (30.3537815 -29.6163998),414,2,0,0,0,1.0,-0.5,Negative,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
5552,One model of what a total university shutdown would mean for South Africa’s labour market in 2017 -https://t.co/jD9Xg35bDQ,2016-10-06,POINT (18.4241 -33.9249),13834,5,0,4,1,0.25,0.125,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5553,"There's no protest here, so no campus shutdown 💅🏾 https://t.co/IwiFbAy0Oi",2016-10-06,POINT (26.64331345 -26.860548050000002),270,0,0,0,0,0.0,0.0,Neutral,North West,Dr Kenneth Kaunda,City of Matlosana,15
5554,"""I grew strong to be a much student//
Moved on to be a lecturer and a tutor//
Got a new job as… https://t.co/qgYcCtX080",2016-10-06,POINT (27.968098050000002 -26.276138500000002),114972,0,0,2,0,0.2,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5555,"@INESSOFTZA fees rise not necessarily the to forces but because the private sector regulates itself , look at the cost of private school",2016-10-06,POINT (28.1521394 -25.40937545),70,0,0,0,0,0.5,0.25,Positive,Gauteng,City of Tshwane,City of Tshwane,95
5556,@iamthabomdluli Supra Mahumapelo was one of the people who fought for free education while he was a student leader at TNT,2016-10-06,POINT (28.0431868 -25.7815628),3059,1,0,1,0,1.0,0.75,Positive,Gauteng,City of Tshwane,City of Tshwane,68
5557,@helenzille have you been to UCT during a protest?  Do you know what is like to be a black student at UCT?   Please stop this!!!!,2016-10-05,POINT (18.4241 -33.9249),1219,0,0,3,0,0.7166666666666667,0.0166666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5558,"Then there was Mma Mocumi, my Grade 1 teacher at Moshosho Primary School. Still remember her like it was yesterday #WorldTeachersDay",2016-10-05,POINT (27.968098050000002 -26.276138500000002),1419,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5559,"When Wits SRC Secretary said ""we are fighting for a Grade 1 learner who studies under a tree in the EC"" #Fees2017 https://t.co/42rR5bRAty",2016-10-05,POINT (28.10355085 -25.9884044),5246,2,0,7,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
5560,Students have resumed their protest at the University of KwaZulu-Natal's Howard College campus in Durban.,2016-10-05,POINT (27.968098050000002 -26.276138500000002),798024,4,0,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
5561,@helenzille @UCT_news they must chill. We demand fairness for now to access higher education,2016-10-05,POINT (25.4042494 -33.75999765),3414,0,0,1,0,0.2,0.2,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,51
5562,@moflavadj @leratokganyago  my fav teacher is my former no.1 maths teacher in SA from Thengwe high school in limpopo which is Mr Marubini,2016-10-05,POINT (28.002166250000002 -25.58772785),113,2,0,3,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,30
5563,My favourite teacher is Mr Freddy Marubini a number 1 mathematics teacher in SA from Thengwe High school the number 1 best school in Limpopo,2016-10-05,POINT (28.002166250000002 -25.58772785),113,0,1,1,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,30
5564,When you realise UCT has shutdown operations just in time for rocking the daisies. Coincidence much https://t.co/KERlLj1mfu,2016-10-05,POINT (18.4241 -33.9249),2191,3,0,2,0,0.5,0.78125,Positive,Western Cape,City of Cape Town,City of Cape Town,115
5565,@Andiile_G @UJAPK_SRC how certain are you that uj SRC is burning the facilities? dont dwell on rumours chief,2016-10-05,POINT (27.968098050000002 -26.276138500000002),1767,0,1,0,0,0.3444444444444444,-0.1777777777777778,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
5566,"@UWCEMSFACULTY campus is shutdown, how must i come into write my 4pm eco exam in c9 on friday hashtag sort it out hashtag postpone that shit",2016-10-05,POINT (18.4241 -33.9249),2428,0,1,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
5567,"#NowPlaying ""In My Elements"" - chino_hbk_rs 
🔥🔥🔥🔥🔥🔥 @ Unilofts Student Accommodation https://t.co/rqXy5iH3Pj",2016-10-05,POINT (26.213109600000003 -29.10658805),2954,0,0,0,0,0.2,0.2,Positive,Free State,Mangaung,Mangaung,19
5568,"Just look at the clothes, the sunglasses, the weave, the hat... now please tell SA again u want free education?? #UJ #FeesMustFall https://t.co/yv1ce7SqIb",2016-10-05,POINT (27.968098050000002 -26.276138500000002),2113,0,0,3,0,0.55,0.5,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5569,The sad story of UKZN SRC 👇 #Fees2017 https://t.co/3mUhInIvqQ,2016-10-05,POINT (27.968098050000002 -26.276138500000002),798,0,0,0,0,0.5,0.4,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
5570,"UWC is shutdown.

And so it truly begins 🔥",2016-10-05,POINT (18.4241 -33.9249),72853,2,1,4,0,0.1,-0.05,Negative,Western Cape,City of Cape Town,City of Cape Town,115
5571,Nompendulo?  Mcebo keeps on confusing me and a lot of students are SRC Presidents at Wits. https://t.co/qXklSE6KcU,2016-10-05,POINT (28.184066 -25.75260515),3015,0,0,0,1,0.1,0.1,Positive,Gauteng,City of Tshwane,City of Tshwane,60
5572,CapeEpic to depart from #hermanus high school on 20 March 2017 #untamed @HermanusTimes https://t.co/aJTS6EBsz2,2016-10-05,POINT (19.2408538 -34.4170548),4596,0,0,0,0,0.2,0.2,Positive,Western Cape,Overberg,Overstrand,3
5573,So the white kids are protesting? But against the black kids who want free education. Woooow. #Wits,2016-10-05,POINT (18.83334435 -33.928147949999996),2432,5,0,1,0,0.8,0.5,Positive,Western Cape,Cape Winelands,Stellenbosch,11
